Id,BedroomAbvGr,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,EnclosedPorch,Fireplaces,FirstFlrSF,FullBath,GarageArea,GarageCars,GarageYrBlt,GrLivArea,HalfBath,KitchenAbvGr,LotArea,LotFrontage,LowQualFinSF,MasVnrArea,MiscVal,MoSold,OpenPorchSF,PoolArea,ScreenPorch,SecondFlrSF,Threeseasonporch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,MSSubClass,MSZoning,Street,Alley,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,GarageType,MiscFeature,SaleType,SaleCondition,ExterQual,ExterCond,BsmtQual,BsmtCond,HeatingQC,KitchenQual,FireplaceQu,GarageQual,GarageCond,PoolQC,LotShape,LandSlope,BsmtExposure,BsmtFinType1,BsmtFinType2,Functional,GarageFinish,PavedDrive,Utilities,CentralAir,Electrical,Fence,OverallQual,OverallCond
644,4.0,493.0,287.0,0.0,0.0,0.0,0.0,0.0,780.0,2.0,462.0,2.0,1969.0,1620.0,1.0,1.0,10793.0,80.0,0.0,263.0,0.0,4.0,0.0,0.0,0.0,840.0,0.0,7.0,780.0,208.0,1969.0,1969.0,2007.0,5.0,4.0,1.0,1.0,3.0,4.0,14.0,6.0,2.0,0.0,5.0,4.0,1.0,15.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,5.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,1.0,4.0,4.0
645,2.0,1121.0,0.0,1.0,0.0,645.0,0.0,1.0,1766.0,2.0,478.0,3.0,2009.0,1766.0,1.0,1.0,9187.0,85.0,0.0,162.0,0.0,10.0,130.0,0.0,0.0,0.0,0.0,7.0,1766.0,195.0,2009.0,2009.0,2009.0,0.0,1.0,1.0,1.0,3.0,4.0,21.0,2.0,2.0,0.0,2.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,6.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,5.0,5.0,3.0,3.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,8.0,4.0
646,3.0,282.0,35.0,1.0,0.0,664.0,40.0,0.0,981.0,1.0,576.0,2.0,1979.0,981.0,1.0,1.0,10530.0,0.0,0.0,0.0,0.0,3.0,312.0,0.0,0.0,0.0,0.0,5.0,981.0,0.0,1971.0,1971.0,2007.0,0.0,4.0,1.0,1.0,3.0,0.0,12.0,2.0,2.0,0.0,2.0,3.0,1.0,10.0,11.0,2.0,1.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,0.0,0.0,3.0,0.0,3.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
647,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,1.0,420.0,2.0,1950.0,1048.0,0.0,1.0,7200.0,60.0,0.0,0.0,0.0,7.0,27.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1950.0,1950.0,2008.0,0.0,4.0,1.0,1.0,3.0,4.0,12.0,2.0,2.0,0.0,2.0,3.0,1.0,8.0,8.0,2.0,1.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,4.0,4.0,4.0,2.0,3.0,2.0,0.0,1.0,5.0,4.0,4.0,4.0
648,3.0,500.0,0.0,0.0,0.0,594.0,0.0,2.0,1094.0,1.0,495.0,2.0,1953.0,1094.0,0.0,1.0,10452.0,85.0,0.0,216.0,0.0,6.0,0.0,0.0,287.0,0.0,0.0,5.0,1094.0,0.0,1953.0,1953.0,2008.0,0.0,4.0,1.0,1.0,3.0,4.0,7.0,2.0,2.0,0.0,2.0,3.0,1.0,14.0,15.0,3.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,2.0,5.0,5.0,3.0,0.0,0.0,2.0,5.0,6.0,7.0,2.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
649,4.0,0.0,0.0,0.0,0.0,756.0,216.0,1.0,1051.0,1.0,442.0,2.0,1966.0,1839.0,1.0,1.0,7700.0,70.0,0.0,351.0,0.0,6.0,124.0,0.0,0.0,788.0,0.0,7.0,756.0,0.0,1966.0,1966.0,2010.0,5.0,4.0,1.0,1.0,3.0,4.0,12.0,4.0,2.0,0.0,5.0,1.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
650,1.0,131.0,499.0,1.0,0.0,0.0,0.0,0.0,630.0,1.0,0.0,0.0,1970.0,630.0,0.0,1.0,1936.0,21.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,630.0,0.0,1970.0,1970.0,2007.0,14.0,5.0,1.0,1.0,3.0,4.0,10.0,2.0,2.0,3.0,6.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,6.0,1.0,9.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,7.0,1.0,2.0,0.0,1.0,5.0,2.0,3.0,5.0
651,3.0,0.0,0.0,0.0,0.0,813.0,0.0,0.0,822.0,2.0,562.0,2.0,2007.0,1665.0,1.0,1.0,8125.0,65.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,843.0,0.0,7.0,813.0,0.0,2007.0,2007.0,2008.0,5.0,1.0,1.0,1.0,3.0,4.0,21.0,2.0,2.0,0.0,5.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,2.0,2.0,0.0,1.0,5.0,4.0,6.0,5.0
652,4.0,0.0,0.0,1.0,0.0,755.0,0.0,1.0,755.0,1.0,296.0,1.0,1940.0,1510.0,0.0,1.0,9084.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,755.0,0.0,7.0,755.0,120.0,1940.0,1950.0,2009.0,6.0,4.0,1.0,1.0,3.0,4.0,7.0,0.0,2.0,0.0,5.0,1.0,1.0,8.0,8.0,2.0,1.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,0.0,2.0,6.0,6.0,7.0,3.0,1.0,0.0,1.0,5.0,2.0,3.0,4.0
653,2.0,0.0,0.0,0.0,0.0,880.0,0.0,1.0,909.0,2.0,512.0,2.0,1996.0,1716.0,1.0,1.0,8750.0,70.0,0.0,0.0,0.0,7.0,120.0,0.0,0.0,807.0,0.0,7.0,880.0,0.0,1996.0,1996.0,2009.0,5.0,4.0,1.0,1.0,3.0,4.0,5.0,2.0,2.0,0.0,5.0,1.0,1.0,13.0,14.0,2.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,2.0,2.0,0.0,1.0,5.0,4.0,6.0,4.0
654,3.0,0.0,0.0,0.0,0.0,756.0,239.0,0.0,756.0,1.0,216.0,1.0,1906.0,1469.0,0.0,1.0,10320.0,60.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,713.0,0.0,7.0,756.0,57.0,1906.0,1995.0,2008.0,4.0,5.0,1.0,0.0,3.0,4.0,9.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0,8.0,2.0,1.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,2.0,5.0,6.0
655,2.0,1696.0,0.0,1.0,0.0,413.0,0.0,1.0,2113.0,2.0,839.0,3.0,1995.0,2113.0,1.0,1.0,10437.0,91.0,0.0,660.0,0.0,8.0,46.0,0.0,0.0,0.0,0.0,7.0,2109.0,236.0,1995.0,1995.0,2008.0,0.0,4.0,1.0,1.0,3.0,4.0,15.0,2.0,2.0,0.0,2.0,3.0,1.0,8.0,8.0,1.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,5.0,5.0,5.0,3.0,0.0,0.0,1.0,2.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,7.0,5.0
656,3.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,525.0,1.0,264.0,1.0,1971.0,1092.0,1.0,1.0,1680.0,21.0,0.0,381.0,0.0,3.0,0.0,0.0,0.0,567.0,0.0,6.0,525.0,0.0,1971.0,1971.0,2010.0,13.0,5.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,5.0,1.0,9.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
657,3.0,806.0,0.0,1.0,0.0,247.0,0.0,0.0,1053.0,1.0,312.0,1.0,1959.0,1053.0,1.0,1.0,10007.0,72.0,0.0,54.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,1053.0,0.0,1959.0,2006.0,2008.0,0.0,4.0,1.0,1.0,3.0,4.0,12.0,2.0,2.0,0.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,4.0,4.0,0.0,2.0,3.0,5.0,5.0,3.0,0.0,0.0,3.0,0.0,6.0,7.0,2.0,2.0,0.0,1.0,5.0,2.0,4.0,6.0
658,3.0,0.0,0.0,0.0,0.0,776.0,112.0,1.0,851.0,1.0,270.0,1.0,1931.0,1502.0,1.0,1.0,7200.0,60.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,651.0,0.0,6.0,776.0,0.0,1931.0,2000.0,2008.0,6.0,4.0,1.0,1.0,1.0,4.0,6.0,2.0,2.0,0.0,5.0,1.0,1.0,12.0,16.0,2.0,0.0,1.0,1.0,1.0,9.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,1.0,3.0,6.0,6.0,7.0,2.0,1.0,0.0,1.0,5.0,2.0,6.0,5.0
659,3.0,0.0,0.0,0.0,1.0,912.0,0.0,1.0,912.0,1.0,330.0,1.0,1948.0,1458.0,0.0,1.0,17503.0,78.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,546.0,0.0,6.0,912.0,192.0,1948.0,1950.0,2010.0,4.0,4.0,1.0,1.0,3.0,4.0,12.0,0.0,2.0,0.0,0.0,1.0,1.0,13.0,14.0,2.0,1.0,1.0,1.0,1.0,9.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
660,3.0,637.0,0.0,1.0,0.0,849.0,0.0,0.0,1486.0,1.0,480.0,2.0,1968.0,1486.0,0.0,1.0,9937.0,75.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,1486.0,0.0,1964.0,1999.0,2009.0,0.0,4.0,1.0,1.0,3.0,0.0,7.0,2.0,2.0,0.0,2.0,3.0,1.0,8.0,8.0,2.0,2.0,1.0,5.0,1.0,9.0,4.0,3.0,2.0,4.0,4.0,0.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,1.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,2.0,4.0,6.0
661,3.0,0.0,0.0,0.0,0.0,793.0,252.0,1.0,1142.0,2.0,550.0,2.0,1976.0,1935.0,1.0,1.0,12384.0,0.0,0.0,233.0,0.0,11.0,113.0,0.0,0.0,793.0,0.0,7.0,793.0,0.0,1976.0,1976.0,2007.0,5.0,4.0,1.0,1.0,3.0,1.0,14.0,2.0,2.0,0.0,5.0,1.0,1.0,10.0,11.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,2.0,2.0,0.0,1.0,5.0,4.0,6.0,6.0
662,4.0,1361.0,180.0,1.0,0.0,88.0,0.0,1.0,1686.0,2.0,711.0,3.0,1994.0,2448.0,1.0,1.0,46589.0,52.0,0.0,528.0,0.0,7.0,76.0,0.0,0.0,762.0,0.0,8.0,1629.0,517.0,1994.0,2005.0,2009.0,5.0,4.0,1.0,1.0,3.0,1.0,15.0,2.0,2.0,0.0,5.0,3.0,1.0,13.0,14.0,1.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,2.0,1.0,0.0,2.0,5.0,5.0,5.0,3.0,1.0,0.0,3.0,2.0,5.0,7.0,2.0,2.0,0.0,1.0,5.0,4.0,7.0,6.0
663,2.0,0.0,0.0,1.0,0.0,1392.0,240.0,2.0,1392.0,1.0,576.0,2.0,1968.0,1392.0,0.0,1.0,13560.0,120.0,0.0,216.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,1392.0,0.0,1968.0,1968.0,2009.0,0.0,4.0,1.0,1.0,3.0,0.0,12.0,2.0,2.0,0.0,2.0,3.0,1.0,14.0,15.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,1.0,0.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,1.0,2.0,2.0,0.0,1.0,5.0,4.0,5.0,2.0
664,3.0,920.0,180.0,1.0,0.0,38.0,180.0,0.0,1181.0,2.0,588.0,2.0,1974.0,1181.0,0.0,1.0,10012.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,1138.0,0.0,1972.0,1972.0,2008.0,9.0,4.0,1.0,1.0,3.0,4.0,7.0,2.0,2.0,0.0,6.0,1.0,1.0,10.0,11.0,2.0,1.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,1.0,5.0,7.0,2.0,2.0,0.0,1.0,5.0,2.0,3.0,4.0
665,1.0,1721.0,0.0,1.0,0.0,356.0,0.0,1.0,2097.0,1.0,1134.0,3.0,2005.0,2097.0,1.0,1.0,20896.0,49.0,0.0,0.0,0.0,1.0,267.0,0.0,0.0,0.0,0.0,8.0,2077.0,192.0,2005.0,2006.0,2006.0,0.0,4.0,1.0,1.0,3.0,1.0,21.0,6.0,2.0,0.0,2.0,1.0,1.0,13.0,14.0,2.0,2.0,1.0,1.0,1.0,6.0,5.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,3.0,1.0,0.0,2.0,2.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,7.0,4.0
666,3.0,0.0,0.0,0.0,0.0,1406.0,0.0,1.0,1454.0,2.0,504.0,2.0,2000.0,1936.0,1.0,1.0,11194.0,106.0,0.0,40.0,0.0,11.0,124.0,0.0,0.0,482.0,0.0,7.0,1406.0,188.0,2000.0,2000.0,2006.0,5.0,4.0,1.0,1.0,3.0,0.0,8.0,2.0,2.0,0.0,5.0,1.0,1.0,13.0,14.0,1.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,5.0,5.0,3.0,0.0,0.0,3.0,6.0,6.0,7.0,2.0,2.0,0.0,1.0,5.0,4.0,7.0,4.0
667,3.0,187.0,723.0,0.0,0.0,111.0,0.0,1.0,1465.0,2.0,596.0,2.0,1965.0,2380.0,1.0,1.0,18450.0,0.0,0.0,113.0,0.0,8.0,265.0,0.0,0.0,915.0,0.0,7.0,1021.0,0.0,1965.0,1979.0,2007.0,5.0,4.0,1.0,1.0,3.0,4.0,12.0,2.0,2.0,0.0,5.0,0.0,5.0,10.0,11.0,0.0,1.0,1.0,4.0,1.0,9.0,0.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,0.0,0.0,3.0,3.0,5.0,6.0,3.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
668,3.0,1138.0,0.0,1.0,0.0,270.0,0.0,1.0,1679.0,2.0,575.0,2.0,1994.0,1679.0,0.0,1.0,8125.0,65.0,0.0,258.0,0.0,10.0,42.0,0.0,0.0,0.0,0.0,7.0,1408.0,224.0,1994.0,1998.0,2008.0,0.0,4.0,1.0,1.0,3.0,4.0,20.0,2.0,2.0,0.0,2.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,2.0,4.0,0.0,2.0,1.0,5.0,5.0,3.0,3.0,0.0,3.0,2.0,6.0,7.0,2.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
669,3.0,988.0,0.0,1.0,0.0,200.0,0.0,1.0,1437.0,1.0,576.0,2.0,1999.0,1437.0,1.0,1.0,14175.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,1188.0,304.0,1956.0,1987.0,2006.0,0.0,4.0,1.0,1.0,0.0,0.0,19.0,2.0,2.0,0.0,2.0,1.0,1.0,5.0,15.0,2.0,1.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,5.0,6.0,3.0,3.0,2.0,0.0,1.0,5.0,4.0,4.0,5.0
670,2.0,0.0,0.0,0.0,0.0,700.0,67.0,1.0,1180.0,1.0,252.0,1.0,1922.0,1180.0,0.0,1.0,11600.0,80.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,700.0,0.0,1922.0,1950.0,2006.0,1.0,4.0,1.0,1.0,3.0,4.0,6.0,2.0,2.0,0.0,2.0,1.0,1.0,8.0,8.0,2.0,0.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,1.0,4.0,0.0,1.0,2.0,5.0,1.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,3.0,4.0
671,3.0,193.0,0.0,1.0,0.0,545.0,0.0,0.0,738.0,2.0,540.0,2.0,2005.0,1476.0,1.0,1.0,8633.0,64.0,0.0,0.0,0.0,2.0,35.0,0.0,0.0,738.0,0.0,7.0,738.0,100.0,2005.0,2005.0,2009.0,5.0,4.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,0.0,5.0,1.0,1.0,13.0,14.0,2.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,2.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
672,3.0,551.0,0.0,1.0,0.0,121.0,0.0,0.0,697.0,2.0,300.0,1.0,1930.0,1369.0,0.0,1.0,6629.0,54.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,672.0,0.0,6.0,672.0,147.0,1925.0,1950.0,2009.0,6.0,3.0,1.0,1.0,3.0,4.0,7.0,0.0,2.0,0.0,5.0,2.0,1.0,14.0,15.0,2.0,0.0,1.0,5.0,1.0,9.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,1.0,6.0,7.0,3.0,2.0,0.0,0.0,5.0,4.0,5.0,5.0
673,3.0,767.0,0.0,1.0,0.0,441.0,0.0,1.0,1208.0,1.0,546.0,2.0,1977.0,1208.0,1.0,1.0,11250.0,0.0,0.0,0.0,0.0,6.0,42.0,0.0,0.0,0.0,0.0,6.0,1208.0,198.0,1977.0,1977.0,2006.0,0.0,4.0,1.0,1.0,3.0,4.0,24.0,2.0,2.0,0.0,2.0,1.0,1.0,10.0,11.0,2.0,1.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,0.0,0.0,3.0,0.0,6.0,7.0,2.0,2.0,0.0,1.0,5.0,4.0,5.0,5.0
674,3.0,1186.0,0.0,1.0,0.0,291.0,0.0,2.0,1839.0,2.0,416.0,2.0,1957.0,1839.0,0.0,1.0,14442.0,110.0,0.0,106.0,0.0,6.0,87.0,0.0,200.0,0.0,0.0,7.0,1477.0,0.0,1957.0,2004.0,2007.0,0.0,4.0,1.0,1.0,3.0,4.0,6.0,2.0,2.0,0.0,2.0,3.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,0.0,2.0,5.0,5.0,5.0,3.0,3.0,0.0,3.0,2.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,5.0,6.0
675,3.0,892.0,0.0,1.0,0.0,244.0,0.0,1.0,1136.0,1.0,384.0,1.0,1965.0,1136.0,0.0,1.0,9200.0,80.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,1136.0,426.0,1965.0,1965.0,2008.0,0.0,4.0,1.0,1.0,3.0,4.0,12.0,2.0,2.0,0.0,2.0,1.0,1.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,0.0,3.0,5.0,6.0,7.0,2.0,2.0,0.0,1.0,5.0,4.0,5.0,5.0
676,3.0,311.0,0.0,0.0,0.0,544.0,0.0,1.0,855.0,2.0,440.0,2.0,1978.0,1441.0,1.0,1.0,2289.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,586.0,0.0,7.0,855.0,28.0,1978.0,1978.0,2009.0,13.0,4.0,1.0,1.0,3.0,4.0,13.0,2.0,2.0,3.0,5.0,1.0,1.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,0.0,3.0,0.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,5.0,5.0
677,4.0,0.0,0.0,1.0,0.0,1095.0,90.0,0.0,1095.0,2.0,779.0,3.0,1920.0,1774.0,0.0,2.0,9600.0,60.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,679.0,0.0,8.0,1095.0,0.0,1900.0,1950.0,2006.0,6.0,5.0,1.0,0.0,3.0,4.0,17.0,2.0,2.0,0.0,5.0,1.0,1.0,0.0,13.0,2.0,0.0,2.0,0.0,1.0,9.0,4.0,3.0,4.0,4.0,0.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,0.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,5.0,4.0,3.0,1.0
678,2.0,0.0,0.0,0.0,0.0,768.0,120.0,0.0,792.0,1.0,240.0,1.0,1924.0,792.0,0.0,1.0,9022.0,52.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,768.0,316.0,1924.0,2006.0,2009.0,1.0,4.0,1.0,1.0,3.0,4.0,17.0,2.0,2.0,0.0,2.0,1.0,1.0,13.0,14.0,2.0,0.0,1.0,5.0,1.0,9.0,4.0,2.0,4.0,4.0,4.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,0.0,0.0,1.0,5.0,4.0,4.0,7.0
679,3.0,0.0,0.0,0.0,0.0,2046.0,0.0,1.0,2046.0,2.0,834.0,3.0,2008.0,2046.0,1.0,1.0,11844.0,80.0,0.0,464.0,0.0,7.0,82.0,0.0,0.0,0.0,0.0,7.0,2046.0,322.0,2008.0,2008.0,2009.0,0.0,4.0,1.0,1.0,3.0,4.0,22.0,2.0,2.0,0.0,2.0,3.0,1.0,13.0,14.0,3.0,2.0,1.0,1.0,1.0,6.0,5.0,2.0,4.0,0.0,4.0,0.0,2.0,2.0,5.0,5.0,3.0,0.0,0.0,2.0,6.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,7.0,4.0
680,3.0,827.0,0.0,1.0,0.0,161.0,0.0,0.0,988.0,1.0,572.0,2.0,1963.0,988.0,0.0,1.0,9945.0,0.0,0.0,57.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,988.0,0.0,1961.0,1961.0,2007.0,0.0,4.0,1.0,1.0,3.0,4.0,19.0,2.0,2.0,0.0,2.0,3.0,1.0,14.0,15.0,1.0,1.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,0.0,0.0,3.0,5.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,4.0,4.0
681,2.0,543.0,119.0,0.0,0.0,261.0,0.0,1.0,923.0,2.0,264.0,1.0,1980.0,923.0,0.0,1.0,8012.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,923.0,80.0,1980.0,1980.0,2010.0,11.0,4.0,1.0,1.0,3.0,4.0,20.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,11.0,2.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,0.0,3.0,1.0,1.0,7.0,2.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
682,3.0,182.0,0.0,0.0,0.0,611.0,56.0,0.0,848.0,1.0,281.0,1.0,1968.0,1520.0,0.0,1.0,4500.0,55.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,672.0,0.0,6.0,793.0,0.0,1932.0,2000.0,2009.0,4.0,3.0,1.0,2.0,0.0,4.0,18.0,2.0,2.0,0.0,0.0,1.0,1.0,13.0,13.0,2.0,0.0,1.0,5.0,1.0,9.0,0.0,3.0,4.0,4.0,4.0,0.0,4.0,3.0,5.0,5.0,3.0,1.0,0.0,3.0,5.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,4.0,4.0
683,2.0,1003.0,0.0,1.0,0.0,288.0,0.0,1.0,1291.0,1.0,431.0,2.0,1996.0,1291.0,0.0,1.0,2887.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,1291.0,307.0,1996.0,1997.0,2008.0,11.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,14.0,15.0,2.0,2.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,2.0,4.0,0.0,2.0,2.0,5.0,5.0,3.0,3.0,0.0,2.0,2.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
684,3.0,1059.0,0.0,1.0,0.0,567.0,0.0,1.0,1668.0,2.0,702.0,3.0,2002.0,1668.0,0.0,1.0,11248.0,90.0,0.0,215.0,0.0,7.0,45.0,0.0,0.0,0.0,0.0,7.0,1626.0,257.0,2002.0,2002.0,2007.0,0.0,4.0,1.0,1.0,3.0,0.0,5.0,2.0,2.0,0.0,2.0,3.0,1.0,13.0,14.0,3.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,2.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,8.0,4.0
